edge_id,source_id,target_id,transition_kind,weight_rule,weight_value,weight_expression,condition_kind,condition_value,semantic_risk,semantic_morality,semantic_action,origin,source_ref,note,profile_id,compiled_weight
e0368,201,15,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:347,,cautious_noble_neutral,0.333333333333333
e0369,201,130,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:348,,cautious_noble_neutral,0.333333333333333
e0370,202,58,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:349,,cautious_noble_neutral,1
e0371,203,80,state_condition,formula,,"condition_available(""endurance_at_least"", ""10"")",endurance_at_least,10,,,,auto,LW01_e_edges.csv:350,Route is taken when the persistent-state condition is available.,cautious_noble_neutral,0.5
e0372,203,344,state_condition,formula,,"1 - condition_available(""endurance_at_least"", ""10"")",endurance_at_least_absent,10,,,,auto,LW01_e_edges.csv:351,Complementary route when the persistent condition is false.,cautious_noble_neutral,0.5
e0373,204,111,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:352,,cautious_noble_neutral,1
e0374,205,181,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:353,,cautious_noble_neutral,0.5
e0375,205,145,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:354,,cautious_noble_neutral,0.5
e0376,206,224,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:355,,cautious_noble_neutral,1
e0377,207,30,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:356,,cautious_noble_neutral,1
e0378,208,148,profile_choice,formula,,"combat_win(208) * postcombat_choice_share(208, 148)",combat_outcome,win,cautious,neutral,physical,supervised,LW01_supervision.csv:23,Choice to run to the farmhouse after victory.,cautious_noble_neutral,0.6664
e0379,208,320,profile_choice,formula,,"combat_win(208) * postcombat_choice_share(208, 320)",combat_outcome,win,reckless,neutral,physical,supervised,LW01_supervision.csv:24,Choice to return to the woods after victory.,cautious_noble_neutral,0.1666
e0380,208,Death,combat,formula,,1 - combat_win(208),combat_outcome,death,,,,supervised,LW01_supervision.csv:25,Death if the combat is lost.,cautious_noble_neutral,0.167
e0381,209,23,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:359,,cautious_noble_neutral,1
e0382,210,332,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:360,,cautious_noble_neutral,0.2
e0383,210,37,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:361,,cautious_noble_neutral,0.8
e0384,211,244,kai,formula,,"kai_available(""Sixth Sense"")",kai_discipline,Sixth Sense,,,,auto,LW01_e_edges.csv:362,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0385,211,173,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(211, 173)",,,reckless,neutral,neutral,auto,LW01_e_edges.csv:363,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.1
e0386,211,106,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(211, 106)",,,cautious,neutral,neutral,auto,LW01_e_edges.csv:364,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.4
e0387,212,350,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:365,Restoration of all lost ENDURANCE points during the transition,cautious_noble_neutral,1
e0388,213,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:366,,cautious_noble_neutral,1
e0389,214,125,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:367,,cautious_noble_neutral,1
e0390,215,346,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:368,,cautious_noble_neutral,0.2
e0391,215,14,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:369,,cautious_noble_neutral,0.8
e0392,216,264,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:370,,cautious_noble_neutral,1
e0393,217,91,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:371,,cautious_noble_neutral,0.2
e0394,217,7,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:372,,cautious_noble_neutral,0.8
e0395,218,75,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:373,,cautious_noble_neutral,1
e0396,219,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:219,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0397,220,24,combat,formula,,"combat_outcome(220, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:26,Victory after continuing the combat.,cautious_noble_neutral,0.4165
e0398,220,234,escape,formula,,"combat_outcome(220, ""escape"")",combat_outcome,escape,reckless,neutral,physical,supervised,LW01_supervision.csv:27,Escape by jumping from the moving caravan.,cautious_noble_neutral,0.5
e0399,220,Death,combat,formula,,"combat_outcome(220, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:28,Death before victory or escape.,cautious_noble_neutral,0.0835
e0400,221,318,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:376,,cautious_noble_neutral,1
e0401,222,67,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:377,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0402,222,140,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(222, 140)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:378,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0403,222,252,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(222, 252)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:379,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0404,223,75,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:380,,cautious_noble_neutral,0.8
e0405,223,175,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:381,,cautious_noble_neutral,0.2
e0406,224,153,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:382,,cautious_noble_neutral,1
e0407,225,187,profile_choice,profile_choice,,,,,cautious,noble,neutral,auto,LW01_e_edges.csv:383,,cautious_noble_neutral,0.8
e0408,225,39,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:384,,cautious_noble_neutral,0.2
e0409,226,277,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:385,,cautious_noble_neutral,0.5
e0410,226,338,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:386,,cautious_noble_neutral,0.5
e0411,227,271,combat,formula,,"combat_outcome(227, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:29,Victory with Endurance loss; one of two non-fatal continuations.,cautious_noble_neutral,0.4165
e0412,227,348,combat,formula,,"combat_outcome(227, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:30,Victory without Endurance loss; one of two non-fatal continuations.,cautious_noble_neutral,0.4165
e0413,227,Death,combat,formula,,"combat_outcome(227, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:31,Death if the combat is lost.,cautious_noble_neutral,0.167
e0414,228,140,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:389,,cautious_noble_neutral,0.2
e0415,228,215,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:390,,cautious_noble_neutral,0.8
e0416,229,267,profile_choice,formula,,"combat_win(229) * postcombat_choice_share(229, 267)",combat_outcome,win,reckless,selfish,tactical,supervised,LW01_supervision.csv:32,Choice to search the body after victory.,cautious_noble_neutral,0.0925555555555555
e0417,229,125,profile_choice,formula,,"combat_win(229) * postcombat_choice_share(229, 125)",combat_outcome,win,cautious,neutral,physical,supervised,LW01_supervision.csv:33,Choice to continue along the path after victory.,cautious_noble_neutral,0.740444444444444
e0418,229,Death,combat,formula,,1 - combat_win(229),combat_outcome,death,,,,supervised,LW01_supervision.csv:34,Death if the combat is lost.,cautious_noble_neutral,0.167
e0419,230,179,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:393,,cautious_noble_neutral,1
e0420,231,94,combat,formula,,"combat_outcome(231, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:35,Victory within four rounds; one of two non-fatal continuations.,cautious_noble_neutral,0.20825
e0421,231,203,combat,formula,,"combat_outcome(231, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:36,Combat still in progress after four rounds; one of two non-fatal continuations.,cautious_noble_neutral,0.20825
e0422,231,7,escape,formula,,"combat_outcome(231, ""escape"")",combat_outcome,escape,cautious,neutral,physical,supervised,LW01_supervision.csv:37,Escape after surviving two combat rounds.,cautious_noble_neutral,0.5
e0423,231,Death,combat,formula,,"combat_outcome(231, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:38,Death before another outcome is reached.,cautious_noble_neutral,0.0835
e0424,232,180,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:397,,cautious_noble_neutral,0.333333333333333
e0425,232,22,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:398,,cautious_noble_neutral,0.666666666666667
e0426,233,206,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:399,,cautious_noble_neutral,1
e0427,234,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:234,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0428,235,254,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:400,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0429,235,32,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(235, 32)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:401,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0430,235,146,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(235, 146)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:402,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.25
e0431,236,104,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:403,Loss of 6 ENDURANCE points and permanent reduction of 1 COMBAT SKILL point during the transition,cautious_noble_neutral,1
e0432,237,265,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:404,,cautious_noble_neutral,0.5
e0433,237,72,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:405,,cautious_noble_neutral,0.5
e0434,238,42,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:406,,cautious_noble_neutral,0.666666666666667
e0435,238,68,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:407,,cautious_noble_neutral,0.333333333333333
e0436,239,34,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:408,,cautious_noble_neutral,0.333333333333333
e0437,239,118,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:409,,cautious_noble_neutral,0.666666666666667
e0438,240,79,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:410,,cautious_noble_neutral,1
e0439,241,349,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:411,,cautious_noble_neutral,1
e0440,242,166,kai,formula,,"kai_available(""Mindshield"")",kai_discipline,Mindshield,,,,auto,LW01_e_edges.csv:412,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0441,242,9,kai,formula,,"1 - kai_available(""Mindshield"")",kai_discipline_absent,Mindshield,,,,auto,LW01_e_edges.csv:413,,cautious_noble_neutral,0.5
e0442,243,97,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:414,,cautious_noble_neutral,1
e0443,244,93,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:415,,cautious_noble_neutral,1
e0444,245,190,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:416,,cautious_noble_neutral,1
e0445,246,197,combat,formula,,combat_win(246),,,,,,auto,LW01_e_edges.csv:417,Transition after combat victory. | Implicit death condition if combat is lost,cautious_noble_neutral,0.833
e0446,246,Death,combat,formula,,1 - combat_win(246),,,,,,auto,generated:combat_death:246,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0447,247,159,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:418,,cautious_noble_neutral,0.8
e0448,247,220,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:419,,cautious_noble_neutral,0.2
e0449,248,44,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:420,,cautious_noble_neutral,0.5
e0450,248,300,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:421,,cautious_noble_neutral,0.5
e0451,249,169,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:422,,cautious_noble_neutral,0.666666666666667
e0452,249,107,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:423,,cautious_noble_neutral,0.333333333333333
e0453,250,186,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:424,,cautious_noble_neutral,0.2
e0454,250,228,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:425,,cautious_noble_neutral,0.8
e0455,251,10,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:426,,cautious_noble_neutral,1
e0456,252,155,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:427,,cautious_noble_neutral,0.2
e0457,252,70,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:428,,cautious_noble_neutral,0.8
e0458,253,278,combat,formula,,combat_win(253),,,,,,auto,LW01_e_edges.csv:429,"Transition after combat victory. | Combat sequence with multiple enemies. Only one outcome provided (victory), implying death is the implicit alternative not captured in a choice tag.",cautious_noble_neutral,0.833
e0459,253,Death,combat,formula,,1 - combat_win(253),,,,,,auto,generated:combat_death:253,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0460,254,32,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:430,,cautious_noble_neutral,0.5
e0461,254,146,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:431,,cautious_noble_neutral,0.5
e0462,255,82,combat,formula,,combat_win(255),,,,,,auto,LW01_e_edges.csv:432,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists",cautious_noble_neutral,0.833
e0463,255,Death,combat,formula,,1 - combat_win(255),,,,,,auto,generated:combat_death:255,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0464,256,224,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:433,,cautious_noble_neutral,1
e0465,257,133,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:434,,cautious_noble_neutral,0.666666666666667
e0466,257,161,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:435,,cautious_noble_neutral,0.333333333333333
e0467,258,50,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:436,Loss of Backpack and Weapons during the transition,cautious_noble_neutral,1
e0468,259,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:259,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0469,260,156,combat,formula,,combat_win(260),,,,,,auto,LW01_e_edges.csv:437,Transition after combat victory. | Combat scenario with only one outcome option provided in the text,cautious_noble_neutral,0.833
e0470,260,Death,combat,formula,,1 - combat_win(260),,,,,,auto,generated:combat_death:260,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0471,261,208,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:438,,cautious_noble_neutral,0.5
e0472,261,264,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:439,,cautious_noble_neutral,0.5
e0473,262,191,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:440,,cautious_noble_neutral,0.5
e0474,262,234,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:441,,cautious_noble_neutral,0.5
e0475,263,70,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:442,,cautious_noble_neutral,0.5
e0476,263,157,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:443,,cautious_noble_neutral,0.5
e0477,264,97,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:444,,cautious_noble_neutral,0.2
e0478,264,6,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:445,,cautious_noble_neutral,0.8
e0479,265,142,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:446,,cautious_noble_neutral,1
e0480,266,209,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:447,,cautious_noble_neutral,1
e0481,267,125,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:448,,cautious_noble_neutral,1
e0482,268,288,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:449,,cautious_noble_neutral,1
e0483,269,314,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:450,,cautious_noble_neutral,0.666666666666667
e0484,269,7,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:451,,cautious_noble_neutral,0.333333333333333
e0485,270,21,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:452,,cautious_noble_neutral,1
e0486,271,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:271,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0487,272,134,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:453,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0488,272,305,kai,formula,,"1 - kai_available(""Tracking"")",kai_discipline_absent,Tracking,,,,auto,LW01_e_edges.csv:454,,cautious_noble_neutral,0.5
e0489,273,179,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:455,,cautious_noble_neutral,0.2
e0490,273,51,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:456,,cautious_noble_neutral,0.8
e0491,274,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:457,Loss of Weapon(s) during the transition,cautious_noble_neutral,1
e0492,275,345,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:458,,cautious_noble_neutral,0.5
e0493,275,74,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:459,,cautious_noble_neutral,0.5
e0494,276,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:460,Loss of 1 ENDURANCE point during the transition,cautious_noble_neutral,1
e0495,277,113,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:461,Loss of a Weapon during the transition,cautious_noble_neutral,1
e0496,278,149,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:462,,cautious_noble_neutral,1
e0497,279,112,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:463,,cautious_noble_neutral,0.7
e0498,279,96,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:464,,cautious_noble_neutral,0.3
e0499,280,327,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:465,,cautious_noble_neutral,0.2
e0500,280,170,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:466,,cautious_noble_neutral,0.8
e0501,281,311,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:467,,cautious_noble_neutral,0.2
e0502,281,77,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:468,,cautious_noble_neutral,0.8
e0503,282,11,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:469,,cautious_noble_neutral,1
e0504,283,123,combat,formula,,combat_win(283),,,,,,auto,LW01_e_edges.csv:470,Transition after combat victory. | Combat encounter with a Vordak. Contains implicit death condition if the player loses.,cautious_noble_neutral,0.833
e0505,283,Death,combat,formula,,1 - combat_win(283),,,,,,auto,generated:combat_death:283,Implicit death when the combat is lost.,cautious_noble_neutral,0.167
e0506,284,71,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:471,,cautious_noble_neutral,1
e0507,285,325,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:472,,cautious_noble_neutral,1
e0508,286,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:286,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0509,287,13,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:473,,cautious_noble_neutral,0.8
e0510,287,330,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:474,,cautious_noble_neutral,0.2
e0511,288,129,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:475,,cautious_noble_neutral,1
e0512,289,139,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:476,,cautious_noble_neutral,1
e0513,290,140,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:477,,cautious_noble_neutral,1
e0514,291,272,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:478,,cautious_noble_neutral,1
e0515,292,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:292,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0516,293,281,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:479,,cautious_noble_neutral,1
e0517,294,230,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:480,,cautious_noble_neutral,0.3
e0518,294,190,random,constant,0.4,,,,,,,auto,LW01_e_edges.csv:481,,cautious_noble_neutral,0.4
e0519,294,321,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:482,,cautious_noble_neutral,0.3
e0520,295,185,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:483,,cautious_noble_neutral,0.2
e0521,295,92,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:484,,cautious_noble_neutral,0.8
e0522,296,90,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:485,,cautious_noble_neutral,1
e0523,297,117,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:486,,cautious_noble_neutral,1
e0524,298,121,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:487,,cautious_noble_neutral,0.5
e0525,298,38,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:488,,cautious_noble_neutral,0.5
e0526,299,227,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:489,,cautious_noble_neutral,0.2
e0527,299,95,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:490,,cautious_noble_neutral,0.8
e0528,300,13,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:491,Consumption of a Meal required before transition,cautious_noble_neutral,1
e0529,301,27,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:492,,cautious_noble_neutral,1
e0530,302,110,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:493,,cautious_noble_neutral,0.3
e0531,302,285,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:494,,cautious_noble_neutral,0.7
e0532,303,237,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:495,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0533,303,72,kai,formula,,"1 - kai_available(""Camouflage"")",kai_discipline_absent,Camouflage,,,,auto,LW01_e_edges.csv:496,,cautious_noble_neutral,0.5
e0534,304,2,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:497,Loss of 2 ENDURANCE points during the transition,cautious_noble_neutral,1
e0535,305,105,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:498,,cautious_noble_neutral,1
e0536,306,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:306,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0537,307,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:499,"Contains optional item acquisition (Meal, Warhammer) before forced transition",cautious_noble_neutral,1
e0538,308,122,kai,formula,,"kai_available(""Animal Kinship"")",kai_discipline,Animal Kinship,,,,auto,LW01_e_edges.csv:500,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0539,308,233,profile_choice,formula,,"1 - kai_available(""Animal Kinship"")",,,reckless,neutral,physical,auto,LW01_e_edges.csv:501,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.5
e0540,309,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:309,Written narrative ending linked to its shared outcome.,cautious_noble_neutral,1
e0541,310,37,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:502,,cautious_noble_neutral,1
e0542,311,324,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:503,Kai route is taken whenever the discipline is available.,cautious_noble_neutral,0.5
e0543,311,279,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(311, 279)",,,cautious,neutral,tactical,auto,LW01_e_edges.csv:504,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.4
e0544,311,47,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(311, 47)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:505,Choice among routes remaining when the Kai route is unavailable.,cautious_noble_neutral,0.1
e0545,312,299,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:506,,cautious_noble_neutral,1
e0546,313,248,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:507,Loss of 1 ENDURANCE point during the transition,cautious_noble_neutral,1
e0547,314,341,random,constant,0.7,,,,,,,auto,LW01_e_edges.csv:508,,cautious_noble_neutral,0.7
e0548,314,98,random,constant,0.3,,,,,,,auto,LW01_e_edges.csv:509,,cautious_noble_neutral,0.3
e0549,315,213,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:510,,cautious_noble_neutral,1
e0550,316,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:511,,cautious_noble_neutral,1
e0551,317,61,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:512,,cautious_noble_neutral,1
e0552,318,129,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:513,,cautious_noble_neutral,1
e0553,319,157,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:514,Player acquires 20 Gold Crowns and a Dagger during the transition,cautious_noble_neutral,1
e0554,320,264,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:515,Loss of 2 ENDURANCE points during the transition,cautious_noble_neutral,1
e0555,321,273,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:516,,cautious_noble_neutral,1
e0556,322,17,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:517,,cautious_noble_neutral,0.5
e0557,322,89,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:518,,cautious_noble_neutral,0.5
e0558,323,290,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:519,,cautious_noble_neutral,0.2
e0559,323,140,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:520,,cautious_noble_neutral,0.8
e0560,324,33,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:521,,cautious_noble_neutral,0.2
